2026-01-07 17:26:11,268 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 17:44:21,023 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 17:45:46,559 - api-server - INFO - Processing request for: test1/drylab.pdf
2026-01-07 17:45:46,561 - pdf-processor - INFO - Downloading drylab.pdf from bucket test1...
2026-01-07 17:45:46,595 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/drylab.pdf
2026-01-07 17:45:46,608 - persistence-service - INFO - Persisting data for drylab.pdf from bucket test1...
2026-01-07 17:45:46,637 - persistence-service - INFO - Successfully persisted PDF bed6973e-a929-4c2e-baa0-0894fc8ea0ab with 15 chunks.
2026-01-07 17:45:46,638 - api-server - INFO - Processing request for: test1/drylab.pdf
2026-01-07 17:45:46,638 - pdf-processor - INFO - Downloading drylab.pdf from bucket test1...
2026-01-07 17:45:46,644 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/drylab.pdf
2026-01-07 17:45:46,647 - persistence-service - INFO - Persisting data for drylab.pdf from bucket test1...
2026-01-07 17:45:46,680 - persistence-service - INFO - Successfully persisted PDF bed6973e-a929-4c2e-baa0-0894fc8ea0ab with 15 chunks.
2026-01-07 17:45:46,681 - api-server - INFO - Processing request for: test1/example.pdf
2026-01-07 17:45:46,681 - pdf-processor - INFO - Downloading example.pdf from bucket test1...
2026-01-07 17:45:46,698 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/example.pdf
2026-01-07 17:45:46,719 - persistence-service - INFO - Persisting data for example.pdf from bucket test1...
2026-01-07 17:45:46,741 - persistence-service - INFO - Successfully persisted PDF 470e4a7e-1060-457e-9aae-407346ce1d9b with 17 chunks.
2026-01-07 17:45:46,742 - api-server - INFO - Processing request for: test1/example.pdf
2026-01-07 17:45:46,743 - pdf-processor - INFO - Downloading example.pdf from bucket test1...
2026-01-07 17:45:46,746 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/example.pdf
2026-01-07 17:45:46,762 - persistence-service - INFO - Persisting data for example.pdf from bucket test1...
2026-01-07 17:45:46,796 - persistence-service - INFO - Successfully persisted PDF 470e4a7e-1060-457e-9aae-407346ce1d9b with 17 chunks.
2026-01-07 17:45:46,797 - api-server - INFO - Processing request for: test1/statements_04.09.23.pdf
2026-01-07 17:45:46,797 - pdf-processor - INFO - Downloading statements_04.09.23.pdf from bucket test1...
2026-01-07 17:45:46,800 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/statements_04.09.23.pdf
2026-01-07 17:45:46,805 - persistence-service - INFO - Persisting data for statements_04.09.23.pdf from bucket test1...
2026-01-07 17:45:46,822 - persistence-service - INFO - Successfully persisted PDF 256d92ed-2182-416a-8d59-6fda71835fda with 6 chunks.
2026-01-07 17:45:46,823 - api-server - INFO - Processing request for: test1/statements_04.09.23.pdf
2026-01-07 17:45:46,824 - pdf-processor - INFO - Downloading statements_04.09.23.pdf from bucket test1...
2026-01-07 17:45:46,826 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/statements_04.09.23.pdf
2026-01-07 17:45:46,830 - persistence-service - INFO - Persisting data for statements_04.09.23.pdf from bucket test1...
2026-01-07 17:45:46,843 - persistence-service - INFO - Successfully persisted PDF 256d92ed-2182-416a-8d59-6fda71835fda with 6 chunks.
2026-01-07 18:02:12,651 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 18:11:31,836 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 18:11:31,837 - pdf-processor - INFO - Initializing Embedding Model (SentenceTransformer)...
2026-01-07 18:11:35,466 - pdf-processor - INFO - Initializing Qdrant client at qdrant:6333
2026-01-07 18:11:35,559 - pdf-processor - INFO - Creating Qdrant collection: pdf_chunks
2026-01-07 18:11:46,025 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 18:11:46,025 - pdf-processor - INFO - Initializing Embedding Model (SentenceTransformer)...
2026-01-07 18:11:48,359 - pdf-processor - INFO - Initializing Qdrant client at qdrant:6333
2026-01-07 18:12:03,814 - api-server - INFO - Processing request for: test1/statements_04.09.23.pdf
2026-01-07 18:12:03,815 - pdf-processor - INFO - Downloading statements_04.09.23.pdf from bucket test1...
2026-01-07 18:12:03,838 - pdf-processor - ERROR - Processing failed for test1/statements_04.09.23.pdf: name 'fitz' is not defined
2026-01-07 18:12:03,838 - api-server - ERROR - Internal server error: name 'fitz' is not defined
Traceback (most recent call last):
  File "/app/main.py", line 59, in process_file
    result = pdf_processor.process_pdf(
  File "/app/processor.py", line 161, in process_pdf
    with fitz.open(temp_pdf) as doc:
NameError: name 'fitz' is not defined
2026-01-07 18:13:05,249 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 18:13:05,250 - pdf-processor - INFO - Initializing Embedding Model (SentenceTransformer)...
2026-01-07 18:13:07,529 - pdf-processor - INFO - Initializing Qdrant client at qdrant:6333
2026-01-07 18:13:22,874 - api-server - INFO - Processing request for: test1/statements_04.09.23.pdf
2026-01-07 18:13:22,875 - pdf-processor - INFO - Downloading statements_04.09.23.pdf from bucket test1...
2026-01-07 18:13:22,894 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/statements_04.09.23.pdf
2026-01-07 18:13:22,905 - persistence-service - INFO - Persisting data for statements_04.09.23.pdf from bucket test1...
2026-01-07 18:13:22,955 - persistence-service - INFO - Successfully persisted PDF 256d92ed-2182-416a-8d59-6fda71835fda with 6 chunks.
2026-01-07 18:13:22,955 - pdf-processor - INFO - Generating embeddings for 6 chunks...
2026-01-07 18:13:23,649 - pdf-processor - INFO - Upserting 6 points to Qdrant for PDF 256d92ed-2182-416a-8d59-6fda71835fda...
2026-01-07 18:16:14,909 - pdf-processor - INFO - Initializing MinIO client connection to minio:9000
2026-01-07 18:16:14,909 - vector-persistence - INFO - Initializing Embedding Model (SentenceTransformer)...
2026-01-07 18:16:17,326 - vector-persistence - INFO - Initializing Qdrant client at qdrant:6333
2026-01-07 18:16:32,534 - api-server - INFO - Processing request for: test1/statements_04.09.23.pdf
2026-01-07 18:16:32,536 - pdf-processor - INFO - Downloading statements_04.09.23.pdf from bucket test1...
2026-01-07 18:16:32,559 - pdf-processor - INFO - Extracting and chunking PDF: /tmp/statements_04.09.23.pdf
